Rank,Name,Net Worth $B,Age,Country/Territory,Source,Industries
1730,SALIL SINGHAL,1.2,72.0,India,agrochemicals,Manufacturing
1730,JARED SMITH,1.2,45.0,United States,cloud computing,Technology
1730,ZAKHAR SMUSHKIN,1.2,58.0,Russia,"pulp and paper, diversified",Diversified
1730,DJOKO SUSANTO,1.2,70.0,Indonesia,supermarkets,Fashion & Retail
1730,SUKANTO TANOTO,1.2,70.0,Indonesia,diversified,Diversified
1730,JIM THOMPSON,1.2,80.0,United States,logistics,Logistics
1730,ION TIRIAC,1.2,80.0,Romania,"banking, insurance",Finance & Investments
1730,WILMA TISCH,1.2,92.0,United States,diversified,Finance & Investments
1730,THOMAS TULL,1.2,49.0,United States,"movies, investments",Media & Entertainment
1730,JOHN VAN LIESHOUT,1.2,74.0,Australia,real estate,Real Estate
1730,RADHA VEMBU,1.2,47.0,India,technology,Technology
1730,RUFINO VIGIL GONZALEZ,1.2,71.0,Mexico,steel,Metals & Mining
1730,ARKADY VOLOZH,1.2,56.0,Russia,search engine,Media & Entertainment
1730,LANG WALKER,1.2,74.0,Australia,real estate,Real Estate
1730,WEI SHAOJUN,1.2,57.0,China,real estate,Real Estate
1730,FARRIS WILKS,1.2,68.0,United States,natural gas,Energy
1730,THOMAS WU,1.2,70.0,Taiwan,finance,Finance & Investments
1730,XIANG GUANGDA,1.2,62.0,China,metals,Metals & Mining
1730,XU YINGZHUO,1.2,52.0,China,agribusiness,Food & Beverage
1730,YANG KENG,1.2,59.0,China,real estate,Real Estate
1730,YAO KUIZHANG,1.2,55.0,China,beverages,Food & Beverage
1730,GANG YE,1.2,39.0,Singapore,gaming,Media & Entertainment
1730,YI DASHENG,1.2,59.0,China,conglomerate,Diversified
1730,YU RONG,1.2,48.0,China,health clinics,Healthcare
1730,ZENG XIAOSHAN & FAMILY,1.2,75.0,China,aluminum,Metals & Mining
1730,ZHANG GUIPING & FAMILY,1.2,68.0,China,real estate,Real Estate
1730,ZHONG SHENG JIAN,1.2,62.0,Singapore,real estate,Real Estate
1730,ZHOU PING & FAMILY,1.2,57.0,China,utilities,Service
1730,BORIS ZINGAREVICH,1.2,60.0,Russia,"pulp and paper, diversified",Diversified
1851,ALEXANDRA ANDRESEN,1.1,23.0,Norway,investments,Diversified
1851,KATHARINA ANDRESEN,1.1,24.0,Norway,investments,Diversified
1851,ACHARYA BALKRISHNA,1.1,47.0,India,consumer goods,Food & Beverage
1851,BINNY BANSAL,1.1,37.0,India,flipkart,Technology
1851,SAMUEL BARATA,1.1,82.0,Brazil,drugstores,Fashion & Retail
1851,SABRINA BENETTON,1.1,46.0,Italy,"fashion retail, investments",Fashion & Retail
1851,ALDO BENSADOUN,1.1,81.0,Canada,shoes,Fashion & Retail
1851,ZADIK BINO & FAMILY,1.1,76.0,Israel,"banking, oil",Diversified
1851,MARKUS BLOCHER,1.1,49.0,Switzerland,chemicals,Manufacturing
1851,BRETT BLUNDY,1.1,60.0,Australia,"retail, agribusiness",Fashion & Retail
1851,DMITRY BOSOV,1.1,52.0,Russia,coal mining,Metals & Mining
1851,OLEG BOYKO,1.1,55.0,Russia,diversified,Diversified
1851,CAI HONGBIN,1.1,,China,pharmaceuticals,Healthcare
1851,CAO JISHENG,1.1,59.0,China,poultry,Food & Beverage
1851,CHANG YUN CHUNG,1.1,101.0,Singapore,shipping,Logistics
1851,JEFFREY CHEAH,1.1,75.0,Malaysia,property,Real Estate
1851,CHEN QIXING,1.1,60.0,China,electronics components,Technology
1851,CHEN RUI,1.1,42.0,China,online entertainment,Media & Entertainment
1851,CHUA THIAN POH,1.1,71.0,Singapore,real estate,Real Estate
1851,ALBERTO CORTINA,1.1,74.0,Spain,investments,Finance & Investments
1851,CUI GENLIANG,1.1,61.0,China,electric components,Manufacturing
1851,DAI WENJUN,1.1,51.0,China,food,Food & Beverage
1851,HENRY DAVIS,1.1,69.0,United States,beef processing,Food & Beverage
1851,PEDRO DE GODOY BUENO,1.1,29.0,Brazil,health insurance,Healthcare
1851,CAMILLA DE GODOY BUENO GROSSI,1.1,41.0,Brazil,medical labs,Healthcare
1851,BENJAMIN DE ROTHSCHILD,1.1,56.0,Switzerland,banking,Finance & Investments
1851,DIEGO DELLA VALLE,1.1,66.0,Italy,shoes,Fashion & Retail
1851,SEFIK YILMAZ DIZDAR,1.1,82.0,Turkey,fashion retail,Fashion & Retail
1851,DOMENICO DOLCE,1.1,61.0,Italy,luxury goods,Fashion & Retail
1851,MAREK DOSPIVA,1.1,50.0,Czechia,investments,Finance & Investments
1851,DU SHUANGHUA,1.1,55.0,China,steel,Manufacturing
1851,FARUK ECZACIBASI,1.1,65.0,Turkey,"pharmaceuticals, diversified",Diversified
1851,SANDEEP ENGINEER,1.1,58.0,India,plastic pipes,Manufacturing
1851,BENEDICTE FIND,1.1,,Denmark,medical devices,Healthcare
1851,PAUL FIREMAN,1.1,76.0,United States,Reebok,Fashion & Retail
1851,DONALD FOSS,1.1,75.0,United States,auto loans,Automotive
1851,DONALD FRIESE,1.1,79.0,United States,manufacturing,Manufacturing
1851,SOICHIRO FUKUTAKE,1.1,74.0,Japan,education,Service
1851,STEFANO GABBANA,1.1,57.0,Italy,luxury goods,Fashion & Retail
1851,FRANCO BITTAR GARCIA,1.1,36.0,Brazil,retailing,Fashion & Retail
1851,GASTON GLOCK & FAMILY,1.1,91.0,Austria,guns,Manufacturing
1851,DAVID GOLUB,1.1,57.0,United States,private equity,Finance & Investments
1851,PATRICK HANRAHAN,1.1,64.0,United States,software,Technology
1851,FAHED HARIRI,1.1,39.0,Lebanon,"construction, investments",Construction & Engineering
1851,ALFREDO HARP HELU & FAMILY,1.1,76.0,Mexico,banking,Finance & Investments
1851,LUTZ MARIO HELMIG,1.1,73.0,Germany,hospitals,Healthcare
1851,HOU JUNCHENG,1.1,55.0,China,cosmetics,Healthcare
1851,HU CHENGZHONG,1.1,59.0,China,manufacturing,Manufacturing
1851,HUANG GUANLIN,1.1,55.0,China,"textiles, apparel",Fashion & Retail
1851,MOHAMMED IBRAHIM,1.1,73.0,United Kingdom,communications,Telecom
1851,THOMAS JAMES,1.1,77.0,United States,finance,Finance & Investments
1851,JIANG YINTAI & FAMILY,1.1,69.0,China,auto parts,Automotive
1851,RICHARD KAYNE,1.1,74.0,United States,investments,Finance & Investments
1851,KIM JUNG-WOONG,1.1,45.0,South Korea,cosmetics,Fashion & Retail
1851,KOH WEE MENG,1.1,56.0,Singapore,"real estate, hotels",Real Estate
1851,KOO KWANG-MO,1.1,42.0,South Korea,LG,Diversified
1851,YURIY KOSIUK,1.1,51.0,Ukraine,agribusiness,Food & Beverage
1851,EIICHI KURIWADA,1.1,73.0,Japan,package delivery,Logistics
1851,GUY LALIBERTÉ,1.1,60.0,Canada,Cirque du Soleil,Media & Entertainment
1851,LEE HAE-JIN,1.1,52.0,South Korea,Internet,Technology
1851,LEE SEO-HYUN,1.1,46.0,South Korea,Samsung,Diversified
1851,MARK LEONARD & FAMILY,1.1,63.0,Canada,software,Technology
1851,NANCY LERNER,1.1,59.0,United States,"banking, credit cards",Finance & Investments
1851,NORMA LERNER,1.1,84.0,United States,banking,Finance & Investments
1851,RANDOLPH LERNER,1.1,58.0,United States,"banking, credit cards",Finance & Investments
1851,VLADIMIR LESCHIKOV,1.1,63.0,Russia,real estate,Real Estate
1851,BERNARD LEWIS & FAMILY,1.1,94.0,United Kingdom,fashion retailer,Fashion & Retail
1851,LIANG GUANGWEI,1.1,56.0,China,conglomerate,Manufacturing
1851,LIANG YANFENG & FAMILY,1.1,55.0,China,real estate,Real Estate
1851,LIANG ZHAOXIAN,1.1,55.0,China,appliances,Manufacturing
1851,LIU GEXIN,1.1,68.0,China,pharmaceuticals,Healthcare
1851,LOU ZHONGFU & FAMILY,1.1,66.0,China,real estate,Real Estate
1851,BRANDT LOUIE,1.1,76.0,Canada,drugstores,Food & Beverage
1851,LOW TUCK KWONG,1.1,71.0,Indonesia,coal,Energy
1851,FREDERIC LUDDY,1.1,65.0,United States,software,Technology
1851,LUN RUIXIANG & FAMILY,1.1,52.0,China,real estate,Real Estate
1851,MA XIUHUI,1.1,49.0,China,LED lighting,Manufacturing
1851,GARY MAGNESS,1.1,66.0,United States,"cable TV, investments",Media & Entertainment
1851,MAO ZHONGWU,1.1,57.0,China,manufacturing,Manufacturing
1851,STRIVE MASIYIWA,1.1,59.0,Zimbabwe,telecom,Telecom
1851,TREVOR MILTON,1.1,38.0,United States,electric vehicles,Automotive
1851,ARISTOTELIS MISTAKIDIS,1.1,58.0,Greece,"mining, commodities",Metals & Mining
1851,MOFATRAJ MUNOT,1.1,75.0,India,real estate,Real Estate
1851,NITI OSATHANUGRAH,1.1,46.0,Thailand,"energy drinks,investments",Finance & Investments
1851,PENG HAO,1.1,52.0,China,electronics,Manufacturing
1851,ROGER PENSKE,1.1,83.0,United States,cars,Automotive
1851,KARL-JOHAN PERSSON,1.1,45.0,Sweden,H&M,Fashion & Retail
1851,TOM PERSSON,1.1,35.0,Sweden,H&M,Fashion & Retail
1851,TOR PETERSON,1.1,55.0,United States,commodities,Metals & Mining
1851,KEVIN PLANK,1.1,47.0,United States,Under Armour,Fashion & Retail
1851,ARVIND PODDAR,1.1,62.0,India,tires,Automotive
1851,MICHAEL PRICE,1.1,67.0,United States,investments,Finance & Investments
1851,QI JINXING,1.1,58.0,China,real estate,Real Estate
1851,QIAN DONGQI & FAMILY,1.1,62.0,China,household appliances,Manufacturing
1851,MEGDET RAHIMKULOV,1.1,74.0,Russia,investments,Finance & Investments
1851,HELENA REVOREDO,1.1,73.0,Spain,security services,Service
1851,FRANCISCO JOSE RIBERAS MERA,1.1,55.0,Spain,"steel, autoparts",Manufacturing
1851,JUAN MARIA RIBERAS MERA,1.1,51.0,Spain,steel,Metals & Mining
1851,STEPHEN RUBIN,1.1,83.0,United Kingdom,sports apparel,Fashion & Retail
1851,DENIZ SAHENK,1.1,74.0,Turkey,diversified,Diversified
1851,NOBUTADA SAJI,1.1,74.0,Japan,beverages,Food & Beverage
1851,FAYEZ SAROFIM,1.1,91.0,United States,money management,Finance & Investments
1851,AIRAT SHAIMIEV,1.1,58.0,Russia,"refinery, chemicals",Energy
1851,RADIK SHAIMIEV,1.1,55.0,Russia,"refinery, chemicals",Energy
1851,ERIC YA SHEN,1.1,49.0,China,online apparel retail,Technology
1851,SHEN XIQIANG & FAMILY,1.1,72.0,China,chemical,Energy
1851,S.D. SHIBULAL,1.1,65.0,India,software services,Technology
1851,LEONID SIMANOVSKY,1.1,70.0,Russia,investments,Finance & Investments
1851,CHARLOTTE SODERSTROM,1.1,43.0,Sweden,H&M,Fashion & Retail
1851,MICHAEL STEINHARDT,1.1,79.0,United States,hedge funds,Finance & Investments
1851,NIKOLAY STORONSKY,1.1,35.0,Russia,fintech,Technology
1851,WINARKO SULISTYO,1.1,74.0,Indonesia,paper and pulp,Manufacturing
1851,SUN MENGQUAN & FAMILY,1.1,70.0,China,edible oil,Food & Beverage
1851,SUN XISHUANG,1.1,66.0,China,real estate,Real Estate
1851,TANG JINKUI & FAMILY,1.1,64.0,China,"textiles, petrochemicals",Manufacturing
1851,JOOP VAN DEN ENDE,1.1,78.0,Netherlands,TV shows,Media & Entertainment
1851,WIM VAN DER LEEGTE,1.1,72.0,Netherlands,manufacturing,Manufacturing
1851,MURAT VARGI,1.1,72.0,Turkey,telecom,Telecom
1851,MARTIN VIESSMANN,1.1,66.0,Germany,heating and cooling equipment,Manufacturing
1851,SHIGEFUMI WADA,1.1,67.0,Japan,software,Technology
1851,TODD WANEK,1.1,56.0,United States,furniture,Manufacturing
1851,WANG CHOU-HSIONG,1.1,79.0,Taiwan,footwear,Manufacturing
1851,MYRON WENTZ,1.1,80.0,St. Kitts and Nevis,health products,Fashion & Retail
1851,RICHARD WHITE,1.1,65.0,Australia,software,Technology
1851,DAN WILKS,1.1,63.0,United States,natural gas,Energy
1851,ALLAN WONG,1.1,70.0,Hong Kong,electronics,Manufacturing
1851,WU LANLAN & FAMILY,1.1,46.0,China,packaging,Manufacturing
1851,WU XU,1.1,56.0,St. Kitts and Nevis,real estate,Real Estate
1851,XIANG WENBO,1.1,57.0,China,manufacturing,Manufacturing
1851,XIE LIANGZHI & FAMILY,1.1,54.0,China,biotech,Healthcare
1851,XU ZHIHAN,1.1,47.0,China,electronics,Technology
1851,GEORGE YANCOPOULOS,1.1,60.0,United States,pharmaceuticals,Healthcare
1851,YI RUBO,1.1,43.0,China,real estate,Real Estate
1851,YUAN JIANDONG & FAMILY,1.1,50.0,China,pharmaceuticals,Healthcare
1851,"RICHARD YUENGLING, JR.",1.1,77.0,United States,beer,Food & Beverage
1851,ALAN ZEKELMAN,1.1,57.0,Canada,steel,Manufacturing
1851,ZHENG JIANJIANG & FAMILY,1.1,59.0,China,electrical equipment,Manufacturing
1851,ZHENG YUEWEN & FAMILY,1.1,58.0,China,investments,Diversified
1851,ZHOU ZONGWEN & FAMILY,1.1,63.0,China,jewelry,Fashion & Retail
1990,AZIZ AKHANNOUCH & FAMILY,1,59.0,Morocco,"petroleum, diversified",Diversified
1990,ALBERTO ALCOCER,1,77.0,Spain,investments,Finance & Investments
1990,ISAK ANDIC & FAMILY,1,66.0,Spain,fashion retail,Fashion & Retail
1990,PATRICIA ANGELINI ROSSI,1,66.0,Chile,"forestry, mining",Diversified
1990,EDMUND ANSIN,1,84.0,United States,television,Media & Entertainment
1990,BRIAN ARMSTRONG,1,37.0,United States,cryptocurrency,Finance & Investments
1990,TATYANA BAKALCHUK,1,44.0,Russia,ecommerce,Fashion & Retail
1990,ACHAL BAKERI,1,60.0,India,air coolers,Manufacturing
1990,ANNE BEAUFOUR,1,56.0,France,pharmaceuticals,Healthcare
1990,HENRI BEAUFOUR,1,54.0,France,pharmaceuticals,Healthcare
1990,LINDEN BLUE,1,83.0,United States,defense,Manufacturing
1990,ANNA MARIA BRAUN,1,41.0,Germany,medical technology,Healthcare
1990,JOHANNA BRAUN,1,40.0,Germany,medical technology,Healthcare
1990,KARL FRIEDRICH BRAUN,1,37.0,Germany,medical technology,Healthcare
1990,LUDWIG THEODOR BRAUN,1,30.0,Germany,medical technology,Healthcare
1990,EDOUARD CARMIGNAC,1,72.0,France,asset management,Finance & Investments
1990,CHEN ZHUOLIN,1,58.0,China,real estate,Real Estate
1990,EDUARD CHUKHLEBOV,1,56.0,Russia,metallurgy,Metals & Mining
1990,EDUARDO COJUANGCO,1,84.0,Philippines,"food, drinks",Food & Beverage
1990,GT DAVE,1,43.0,United States,kombucha,Food & Beverage
1990,AYDIN DOGAN,1,83.0,Turkey,media,Media & Entertainment
1990,LISA DRAEXLMAIER,1,29.0,Germany,auto parts,Automotive
1990,DU SHA,1,73.0,China,hypermarkets,Diversified
1990,WESLEY EDENS,1,58.0,United States,investments,Finance & Investments
1990,FAN MINHUA,1,58.0,China,pharmaceuticals,Healthcare
1990,FANG HONGBO,1,53.0,China,home appliances,Manufacturing
1990,JEFF GREEN,1,43.0,United States,digital advertising,Media & Entertainment
1990,DAVID HALL,1,68.0,United States,automotive technology,Automotive
1990,GERRY HARVEY,1,80.0,Australia,retail,Fashion & Retail
1990,JAROSLAV HASCAK,1,50.0,Slovakia,investments,Finance & Investments
1990,HO HUNG ANH,1,50.0,Vietnam,"consumer products, banking",Finance & Investments
1990,FRANCIS HOLDER,1,79.0,France,bakeries,Food & Beverage
1990,HUR YOUNG-IN,1,70.0,South Korea,"bakeries, fast food",Food & Beverage
1990,JAY-Z,1,50.0,United States,diversified,Media & Entertainment
1990,KYLIE JENNER,1,22.0,United States,cosmetics,Fashion & Retail
1990,JIN HUIMING,1,67.0,China,real estate,Real Estate
1990,DAVID KABILLER,1,56.0,United States,investment management,Finance & Investments
1990,MORRIS KAHN,1,90.0,Israel,software,Technology
1990,JONAS KAMPRAD,1,54.0,Sweden,IKEA,Finance & Investments
1990,MATHIAS KAMPRAD,1,50.0,Sweden,IKEA,Finance & Investments
1990,PETER KAMPRAD,1,56.0,Sweden,IKEA,Finance & Investments
1990,KE GUIHUA,1,54.0,China,auto parts,Manufacturing
1990,BOM KIM,1,41.0,United States,online retailing,Technology
1990,SERGEI KOLESNIKOV,1,48.0,Russia,building materials,Manufacturing
1990,IHOR KOLOMOYSKYY,1,57.0,Ukraine,"banking, investments",Diversified
1990,IGOR KUDRYASHKIN,1,58.0,Russia,metallurgy,Metals & Mining
1990,LAI SHIXIAN,1,45.0,China,sports apparel,Fashion & Retail
1990,LAM LUNG ON & FAMILY,1,55.0,China,real estate,Real Estate
1990,THOMAS LAU,1,66.0,Hong Kong,department stores,Fashion & Retail
1990,LEE JOON-HO,1,55.0,South Korea,online games,Technology
1990,LEE SANG-HYUK,1,48.0,South Korea,investments,Technology
1990,LI XIANYU & FAMILY,1,66.0,China,pharmaceuticals,Healthcare
1990,JOHN LIEW,1,52.0,United States,investment management,Finance & Investments
1990,LIN DINGQIANG & FAMILY,1,53.0,Hong Kong,real estate,Real Estate
1990,LU RONGFU,1,49.0,China,telecommunication,Telecom
1990,LOWELL MILKEN,1,71.0,United States,investments,Finance & Investments
1990,NI ZUGEN,1,63.0,China,appliances,Manufacturing
1990,SIMON NIXON,1,52.0,United Kingdom,price comparison website,Technology
1990,PARK HYEON-JOO,1,61.0,South Korea,mutual funds,Finance & Investments
1990,DAVID PAUL,1,53.0,United States,medical devices,Healthcare
1990,ANTONIO PERCASSI,1,66.0,Italy,"real estate, diversified",Diversified
1990,CHRISTOPHER ROKOS,1,49.0,United Kingdom,hedge fund,Finance & Investments
1990,CHANCHAI RUAYRUNGRUANG,1,66.0,China,real estate,Real Estate
1990,IGOR RYBAKOV,1,47.0,Russia,building materials,Manufacturing
1990,"JULIO MARIO SANTO DOMINGO, III.",1,34.0,United States,beer,Food & Beverage
1990,RJ SCARINGE,1,36.0,United States,electric vehicles,Automotive
1990,DIETER SCHNABEL,1,74.0,Germany,chemicals,Manufacturing
1990,GERALD SCHWARTZ,1,78.0,Canada,finance,Finance & Investments
1990,NEERJA SETHI,1,65.0,United States,"IT consulting, outsourcing",Technology
1990,MIKHAIL SHELKOV,1,51.0,Russia,titanium,Metals & Mining
1990,ALBERT SHIGABOUTDINOV,1,67.0,Russia,"refinery, chemicals",Diversified
1990,SCOTT SMITH,1,70.0,United States,cloud computing,Technology
1990,TERRY SNOW,1,76.0,Australia,"airports, real estate",Real Estate
1990,AXEL STAWSKI,1,69.0,United States,real estate,Real Estate
1990,SERGEI STUDENNIKOV,1,53.0,Russia,"liquor stores, supermarkets",Fashion & Retail
1990,SU RUBO,1,65.0,China,real estate,Real Estate
1990,RUSTEM SULTEEV,1,66.0,Russia,"refinery, chemicals",Energy
1990,TANG YAN,1,41.0,China,social media,Technology
1990,TAO YUEQUN,1,60.0,China,Contact Lens,Fashion & Retail
1990,CARL THOMA,1,71.0,United States,investments,Finance & Investments
1990,LAURIE TISCH,1,69.0,United States,"insurance, NFL team",Diversified
1990,STEVEN TISCH,1,71.0,United States,insurance,Diversified
1990,TORSTEN TOELLER,1,54.0,Germany,pet food,Fashion & Retail
1990,JAYSHREE ULLAL,1,59.0,United States,computer networking,Technology
1990,PIETER VAN DER DOES,1,50.0,Netherlands,payments software,Technology
1990,VARDIS VARDINOYANNIS & FAMILY,1,87.0,Greece,oil and gas,Energy
1990,CHRIS WALLIN,1,67.0,Australia,mining,Energy
1990,WANG MIAOTONG,1,62.0,China,auto parts,Automotive
1990,WANG WENMO,1,63.0,China,sports apparel,Fashion & Retail
1990,WANG YANQING,1,73.0,China,carbon fiber products,Manufacturing
1990,WANG YAOHAI,1,53.0,China,lighting,Technology
1990,SANDY WEILL,1,87.0,United States,Citigroup,Finance & Investments
1990,WEN YIBO & FAMILY,1,54.0,China,wastewater treatment,Service
1990,WONG CHIU YEUNG,1,53.0,China,real estate,Real Estate
1990,WONG HONG KING,1,58.0,China,real estate,Real Estate
1990,WU CHUNG-YI,1,64.0,Taiwan,manufacturing,Manufacturing
1990,XU QIMING,1,56.0,China,"food, art",Diversified
1990,XU WANMAO,1,75.0,China,education,Service
1990,VADIM YAKUNIN,1,57.0,Russia,pharmacy,Healthcare
1990,MARK HAOYONG YANG,1,45.0,China,e-commerce,Technology
1990,YE QIONGJIU,1,65.0,China,software,Technology
1990,YU QIBING & FAMILY,1,54.0,China,glass,Manufacturing
1990,ZHANG YUXIANG & FAMILY,1,55.0,China,apparel,Fashion & Retail
1990,ZHAO HONGFEI,1,45.0,China,software,Technology
1990,KOSTYANTIN ZHEVAGO,1,46.0,Ukraine,mining,Metals & Mining
1990,ZHOU YONGLI & FAMILY,1,65.0,China,conglomerate,Manufacturing
